registro;data;BRL;quartos;banheiros;casa_m²;lote_m²;nº_pavtos;frente_mar;visao;condicao;padrao;subsolo_m²;construcao;reforma;lat;log
1442700360;2015-03-20;2247000.0;3;3;2600;15000;2;0;0;3;9;0;1978;0;47.3719;-122.056
5651010150;2015-05-10;2283750.0;3;3;1930;5790;2;0;0;4;7;0;1988;0;47.7733;-122.17
6908200021;2014-10-28;4042237.5;3;2;2190;5400;1;0;2;5;7;930;1952;0;47.6737;-122.4
2201500555;2014-09-29;2021250.0;3;1;1420;10980;1;0;0;4;7;220;1954;0;47.574;-122.138
524069011;2014-09-11;3268125.0;3;3;2290;14374;2;0;0;3;8;0;1983;2012;47.5886;-122.074
7504010760;2015-02-12;3465000.0;3;3;2470;11900;2;0;0;3;9;180;1976;0;47.641;-122.057
1788800610;2014-09-02;551250.0;3;1;840;8400;1;0;0;3;6;0;1959;0;47.3277;-122.343
5566100145;2014-09-03;2624737.5;3;2;1360;11250;1;0;0;4;7;0;1955;0;47.5697;-122.177
7200001608;2014-07-01;2835000.0;4;3;2180;10140;1;0;0;4;7;1000;1968;0;47.6822;-122.111
5612100065;2014-05-29;2100000.0;4;2;1670;12056;1;0;0;3;7;0;1955;0;47.7418;-122.244
4178310040;2014-10-16;4079250.0;4;3;3170;9900;2;0;0;4;8;0;1979;0;47.6181;-122.147
5469501830;2014-06-24;2081625.0;3;3;2590;18980;1;0;0;4;10;0;1976;0;47.3839;-122.153
9829201058;2014-05-04;4113375.0;3;3;2850;7130;2;0;0;3;10;860;1980;0;47.603;-122.289
1446800995;2014-08-05;1575000.0;3;3;2020;6628;1;0;0;4;7;770;1963;0;47.4934;-122.332
8732000410;2015-01-14;1428000.0;3;2;1760;9600;1;0;0;4;7;0;1966;0;47.4085;-122.195
3348401622;2014-07-31;1170750.0;3;2;1310;8440;1;0;0;5;6;0;1951;0;47.5003;-122.269
3528000040;2014-10-01;8872500.0;3;4;5290;224442;2;0;0;4;11;750;1988;0;47.6671;-122.051
3528000040;2015-03-26;9450000.0;3;4;5290;224442;2;0;0;4;11;750;1988;0;47.6671;-122.051
3787000120;2015-01-22;3029250.0;3;3;2370;7878;2;0;0;3;8;0;1985;0;47.7281;-122.168
8892900180;2014-06-17;1312500.0;3;2;1160;6134;1;0;0;3;7;0;1998;0;47.3414;-122.218
5458800330;2014-09-04;3386250.0;4;2;1550;7350;2;0;0;4;8;0;1958;0;47.5795;-122.235
1560930450;2014-10-24;2979375.0;3;3;3090;67082;2;0;0;3;9;0;1990;0;47.4032;-122.023
1423900580;2014-06-25;1470000.0;3;2;1230;8250;1;0;0;3;7;0;1966;0;47.4526;-122.176
7338000730;2014-07-28;876750.0;3;2;1280;5547;2;0;0;4;6;0;1985;0;47.3344;-122.215
318900120;2015-01-23;2598750.0;4;3;2370;15336;2;0;0;3;8;0;1995;0;47.5633;-121.901
7504110330;2015-01-28;3627750.0;4;3;3040;11651;2;0;0;3;10;0;1987;0;47.6348;-122.038
2222039011;2014-11-03;2520000.0;5;2;2080;217800;1;0;0;5;7;0;1963;0;47.3884;-122.404
2426049154;2015-03-05;2165625.0;3;2;1660;10716;1;0;0;3;7;560;1988;0;47.7326;-122.234
6204420180;2014-06-03;2231250.0;3;3;1870;9000;1;0;0;3;7;430;1978;0;47.7373;-122.198
8085400410;2015-03-31;4830000.0;3;1;1410;9656;1;0;0;3;7;450;1953;0;47.6354;-122.208
8731980880;2014-12-22;1785000.0;4;3;2180;8000;1;0;0;4;9;550;1975;0;47.317;-122.378
626049115;2014-11-05;2126250.0;4;3;2620;8960;1;0;0;5;7;1100;1955;0;47.7642;-122.335
6388910040;2015-03-24;2819775.0;3;3;2450;7051;1;0;0;3;8;580;1990;0;47.5308;-122.171
4077800582;2014-09-12;2740500.0;3;1;1150;7080;1;0;0;3;7;0;1952;0;47.7106;-122.288
5095600360;2015-03-12;1732237.5;3;2;1360;13320;1;0;0;4;7;0;1985;0;47.4625;-122.069
2607801120;2015-04-20;4357500.0;5;3;2810;14207;1;0;3;3;9;1270;1979;0;47.5742;-122.11
9542200610;2015-02-19;4202625.0;4;3;1780;11130;1;0;0;5;8;0;1962;0;47.5931;-122.178
8092000330;2014-05-28;884625.0;3;1;1100;10125;1;0;0;3;7;0;1969;0;47.367;-122.107
7852020790;2014-06-27;2572500.0;3;3;2230;5348;2;0;0;3;8;0;2000;0;47.5347;-121.866
6790200180;2014-06-03;3150000.0;4;3;2620;9873;2;0;0;3;8;0;1987;0;47.5822;-122.051
3424069154;2014-06-24;1903125.0;4;2;1450;8450;1;0;0;3;7;0;1960;0;47.5289;-122.028
1683500180;2014-05-14;1228500.0;4;2;1630;9010;1;0;0;4;7;580;1975;0;47.317;-122.196
822059101;2014-09-25;1674750.0;4;1;1730;36356;2;0;0;4;6;0;1954;0;47.4135;-122.199
3421069020;2014-10-20;1648500.0;3;2;1350;217852;1;0;0;3;8;250;1953;0;47.2628;-122.03
6071300180;2014-07-14;2756250.0;5;3;2360;10081;1;0;0;4;7;1180;1961;0;47.5552;-122.178
3211101010;2015-02-11;1677375.0;3;1;1190;8450;1;0;0;5;6;0;1961;0;47.4807;-122.157
9471201175;2014-05-06;8295000.0;4;4;3760;10920;2;0;0;5;9;1360;1950;0;47.6687;-122.264
7574910220;2014-07-31;4173750.0;4;3;2920;32219;2;0;0;5;10;0;1995;0;47.7439;-122.041
8718500665;2014-07-24;1968750.0;3;1;1610;11250;1;0;0;3;7;520;1975;0;47.7391;-122.256
106000395;2014-06-24;2126250.0;3;1;1410;8053;1;0;0;4;7;0;1951;0;47.704;-122.367
5538300120;2014-10-15;2205000.0;4;3;2170;10500;1;0;0;3;7;600;1962;0;47.7512;-122.295
8126300610;2015-04-01;2293200.0;3;2;2080;12714;2;0;0;4;8;540;1984;0;47.7056;-122.162
2268000180;2015-03-25;1207500.0;3;1;1250;9035;1;0;0;4;7;0;1970;0;47.275;-122.302
6072000910;2014-08-06;2520000.0;3;2;1600;8400;1;0;0;5;8;0;1963;0;47.5479;-122.179
4113800330;2014-06-06;2992500.0;3;3;2400;6975;2;0;0;3;9;0;1993;0;47.534;-122.179
3764500180;2015-01-24;3228750.0;3;3;1870;4894;2;0;0;4;8;120;1992;0;47.6943;-122.19
1326049170;2014-09-24;1470000.0;3;1;1720;9605;1;0;0;3;7;860;1969;0;47.7439;-122.242
9238450210;2014-06-23;1711500.0;3;1;1030;9834;1;0;0;3;7;0;1969;0;47.7676;-122.164
1424069044;2014-09-10;2362500.0;3;1;1290;47044;1;0;0;3;7;140;1968;0;47.5655;-121.998
1323089107;2015-01-21;3071250.0;3;3;2330;33750;2;0;0;3;9;0;1983;2001;47.4787;-121.723
8024201714;2014-11-17;2567250.0;3;2;2090;7667;1;0;2;3;7;890;1952;0;47.7007;-122.312
9829200325;2014-06-17;4016250.0;3;2;1570;7000;2;0;2;4;8;520;1971;0;47.6061;-122.286
723039189;2015-01-02;2724750.0;3;2;1560;26099;1;0;3;4;8;0;1973;0;47.5023;-122.467
5101404351;2014-07-02;2887500.0;4;3;2160;5005;1;0;0;3;7;730;1987;0;47.6971;-122.302
5631500967;2015-02-04;2499000.0;4;2;2340;17541;1;0;0;4;7;980;1956;0;47.745;-122.229
1796000120;2014-10-23;2677500.0;4;2;2990;102366;1;0;0;4;8;0;1974;0;47.3068;-122.088
1922059197;2014-09-18;1527750.0;3;3;1860;13939;1;0;0;4;7;0;1961;0;47.3746;-122.217
1126049103;2014-08-29;2178750.0;3;2;1860;9003;1;0;0;3;7;370;1955;0;47.7624;-122.26
9211510410;2015-04-07;1417500.0;3;2;1610;6205;1;0;0;4;7;400;1979;0;47.3004;-122.383
323059103;2015-04-03;2231250.0;3;3;1230;23522;1;0;0;4;7;0;1978;0;47.515;-122.162
1245001216;2014-07-21;3675000.0;3;3;2190;11060;1;0;0;4;7;580;1973;0;47.6893;-122.208
3782400040;2015-05-08;2079000.0;3;3;1680;9766;2;0;0;3;7;0;1989;0;47.7341;-121.981
2726049164;2014-06-05;2871750.0;3;3;1480;8381;1;0;0;4;7;0;1968;0;47.7078;-122.288
9183701085;2015-04-15;1585500.0;4;2;1790;10200;1;0;0;4;8;580;1963;0;47.3774;-122.225
7987401010;2014-07-03;3323250.0;4;3;2360;10000;1;0;3;3;8;380;1977;0;47.573;-122.374
2131200065;2014-12-11;1395450.0;3;2;1460;7361;1;0;0;3;6;0;1982;0;47.7436;-121.979
6141600065;2014-10-16;2782500.0;3;3;2160;8114;1;0;0;3;8;700;1960;0;47.7176;-122.35
1562100220;2015-05-01;3176250.0;6;2;2610;9132;1;0;0;4;8;1290;1965;0;47.622;-122.14
8687800065;2014-07-02;1601250.0;2;1;2160;12960;1;0;0;3;7;800;1968;0;47.4702;-122.261
1504800097;2014-06-13;2693250.0;4;3;2020;7070;1;0;0;5;7;1010;1958;0;47.5202;-122.378
2592220040;2014-07-24;5115337.5;4;3;3090;10730;2;0;0;5;8;670;1985;0;47.5458;-122.141
7524950730;2015-03-27;3431793.75;4;3;2280;7229;2;0;0;4;8;0;1984;0;47.5609;-122.081
1545807920;2014-10-15;1286250.0;3;2;1260;8614;1;0;0;4;7;0;1985;0;47.3586;-122.056
3213200180;2015-05-05;3675945.0;2;2;1530;4387;1;0;0;3;8;510;1952;0;47.6726;-122.264
3577300040;2015-04-30;2677500.0;3;3;1830;8133;1;0;0;3;8;440;1996;0;47.7478;-122.247
2064800610;2014-10-25;2047500.0;3;3;1610;10292;1;0;0;4;7;420;1969;0;47.5349;-122.174
7215730120;2015-05-04;3184125.0;3;3;2170;5500;2;0;0;3;8;0;2000;0;47.5975;-122.018
629800540;2014-09-09;7875000.0;4;5;5020;26319;2;0;0;3;12;0;1998;0;47.6008;-122.01
7575610760;2015-05-07;1522500.0;3;3;1620;7772;2;0;0;4;8;0;1988;0;47.3521;-122.302
104500730;2015-02-24;603750.0;3;2;1080;7942;1;0;0;3;7;0;1981;0;47.3141;-122.355
8137500730;2014-05-07;2625000.0;3;3;1940;37565;1;0;0;4;8;0;1987;0;47.4801;-122.063
3543900418;2014-05-15;3045262.5;3;3;2360;4638;2;0;3;3;9;0;1996;0;47.6837;-122.321
3579000410;2014-09-05;2625000.0;3;3;2010;7447;2;0;0;3;8;0;1985;0;47.747;-122.248
8832900360;2015-04-28;3858750.0;3;2;2250;11520;1;0;1;3;8;0;1956;0;47.7619;-122.268
4058200040;2014-09-17;1895250.0;3;2;2130;8742;1;0;3;3;7;800;1955;0;47.5057;-122.231
4178501020;2015-01-05;1452937.5;3;2;1620;12482;1;0;0;4;7;330;1989;0;47.3584;-122.086
2154900330;2014-08-27;1228500.0;4;3;1820;8217;1;0;0;3;7;700;1987;0;47.263;-122.242
8159610150;2014-11-17;1233487.5;3;2;1510;9153;1;0;0;4;7;0;1974;0;47.3412;-122.273
1545800730;2015-02-22;1417237.5;2;2;1320;7540;1;0;0;3;7;0;1968;0;47.3634;-122.052
3904980360;2015-01-12;2598750.0;3;3;1800;7318;2;0;0;3;8;0;1989;0;47.5747;-122.008
1326069151;2015-02-24;1365000.0;3;2;2160;22702;1;0;0;4;7;0;1981;0;47.7355;-121.982
7452500815;2015-03-10;1116281.25;2;1;960;5000;1;0;0;3;6;0;1951;0;47.5188;-122.372
5151600040;2014-09-11;1050661.5;3;3;2040;15463;1;0;0;3;8;700;1968;0;47.3334;-122.322
2025700790;2014-08-11;1526175.0;3;3;1670;6666;2;0;0;4;7;0;1992;0;47.3488;-122.033
7686204675;2015-01-29;1302000.0;4;1;1010;7515;1;0;0;4;6;0;1955;0;47.4174;-122.316
126039305;2014-10-13;1811250.0;1;1;540;10125;1;0;0;3;5;0;1961;0;47.7739;-122.358
1930300915;2014-08-20;2756250.0;3;1;1240;4800;1;0;0;3;7;440;1951;0;47.6563;-122.353
9477100330;2014-12-12;2100000.0;3;2;1510;8385;1;0;0;3;7;0;1968;0;47.7279;-122.195
1061500360;2014-10-16;1506750.0;5;2;2040;11772;1;0;0;4;7;1010;1963;0;47.5015;-122.166
1373800330;2015-04-20;5853750.0;4;3;3690;11191;1;0;3;4;10;1500;1951;0;47.6434;-122.412
2597520790;2015-04-23;4016250.0;3;3;2310;11993;2;0;0;3;9;0;1988;0;47.5438;-122.139
2525300540;2014-11-14;971250.0;3;2;1090;9605;1;0;0;4;6;0;1969;0;47.3609;-122.028
3902300210;2014-07-15;3186750.0;4;3;2150;16728;1;0;0;4;8;910;1982;0;47.6915;-122.183
34001540;2015-04-23;3009825.0;2;2;1290;6600;1;0;2;3;7;420;1951;0;47.531;-122.39
2976800145;2015-04-06;1365000.0;4;2;2010;10816;1;0;0;3;7;600;1955;0;47.5048;-122.251
8562700410;2015-04-15;2772000.0;5;2;2780;7786;1;0;0;3;8;1390;1966;0;47.6694;-122.157
7558800620;2014-08-22;3150000.0;2;2;1550;7764;1;1;4;4;8;0;1965;1986;47.358;-122.446
2122049038;2015-03-02;1443750.0;2;1;2180;12875;1;0;0;3;7;700;1959;0;47.3757;-122.303
7695470120;2014-08-08;3202500.0;3;3;2260;33042;1;0;0;3;9;600;1986;0;47.7634;-122.086
7857001225;2015-04-03;1680000.0;3;1;1630;5000;1;0;0;3;7;700;1954;0;47.5497;-122.295
3840700205;2015-03-19;2176125.0;3;1;1350;9450;1;0;0;3;7;0;1979;0;47.7186;-122.236
7739100155;2014-08-04;3937500.0;5;2;2850;11860;1;0;0;3;9;0;1951;0;47.7503;-122.28
3523069060;2014-11-07;1522500.0;3;2;1340;63597;1;0;0;4;7;0;1963;0;47.4379;-122.011
3523069060;2015-04-01;2178750.0;3;2;1340;63597;1;0;0;4;7;0;1963;0;47.4379;-122.011
8899210610;2014-07-23;1706250.0;3;3;2330;8627;1;0;0;4;7;850;1980;0;47.4543;-122.21
5001700040;2015-03-27;1338750.0;3;2;1590;7810;1;0;0;4;7;0;1959;0;47.2932;-122.22
4037200665;2014-08-13;2183737.5;3;2;1150;7700;1;0;0;3;7;0;1957;0;47.6048;-122.121
5249802520;2014-08-05;2110500.0;5;3;2160;7200;2;0;0;3;7;940;1955;0;47.5576;-122.273
3585300410;2015-04-24;3827250.0;3;2;1770;30689;1;0;4;3;9;0;1953;0;47.7648;-122.37
8121200530;2014-10-08;2514750.0;3;3;1710;8998;2;0;0;3;8;0;1982;0;47.7236;-122.11
6705120540;2014-12-22;2427442.5;2;3;1860;2670;2;0;0;4;8;0;1986;0;47.5436;-122.187
6190000035;2014-07-15;4856250.0;5;3;3850;9457;2;0;0;4;9;940;1963;0;47.727;-122.362
1313000220;2014-05-13;3543750.0;5;3;3410;9600;1;0;0;4;8;1540;1968;0;47.6358;-122.103
921059161;2014-06-23;1680000.0;4;2;1890;43560;1;0;0;4;8;0;1974;0;47.3267;-122.166
1823069279;2014-05-20;2624737.5;5;4;3200;43560;2;0;0;3;7;0;1989;0;47.475;-122.093
4136930360;2014-06-05;1888950.0;4;3;2390;6426;2;0;0;3;9;0;1999;0;47.2586;-122.221
7697870530;2014-05-07;1259475.0;3;2;1410;7566;1;0;0;3;7;0;1985;0;47.3674;-122.182
5112800234;2015-03-04;1995000.0;3;3;2150;25705;2;0;0;3;6;0;1980;2009;47.4514;-122.089
6933600540;2014-08-20;2667000.0;2;1;820;5040;1;0;0;3;7;0;1953;0;47.6498;-122.388
6169900790;2014-06-20;12600000.0;6;5;5480;10800;2;0;3;4;9;1050;1999;0;47.6307;-122.367
8001210120;2014-09-16;1231125.0;4;3;1960;7875;1;0;0;3;7;740;1978;0;47.3427;-122.274
8651441210;2014-08-01;1207500.0;3;2;1710;5200;1;0;0;5;7;680;1977;0;47.3651;-122.094
1217000481;2015-02-11;1811250.0;3;2;1930;9000;1;0;1;4;7;780;1951;0;47.4539;-122.348
1233100366;2014-12-15;2625000.0;3;2;1680;17409;1;0;0;3;7;0;1962;0;47.6766;-122.176
9250900124;2015-05-05;1984500.0;4;1;1300;6075;1;0;0;5;7;0;1954;0;47.773;-122.349
7852050220;2014-08-08;1811250.0;3;3;1540;3237;2;0;0;3;7;0;1999;0;47.5299;-121.878
9512500610;2015-01-22;2546250.0;4;2;2050;8913;1;0;0;3;7;720;1968;0;47.6735;-122.151
4311700120;2015-03-17;551250.0;3;1;880;18109;1;0;0;4;6;0;1970;0;47.3634;-122.101
3888100133;2014-10-14;1890000.0;3;1;1160;10988;1;0;0;3;7;0;1965;0;47.6818;-122.165
9510900610;2014-10-30;1543500.0;5;3;2300;7600;1;0;0;4;7;900;1969;0;47.3084;-122.372
5469502060;2014-10-09;2100000.0;4;3;3140;12792;2;0;0;4;9;0;1977;0;47.3863;-122.156
2946002914;2015-01-02;1706250.0;3;2;2300;6200;1;0;0;4;7;1150;1970;0;47.4176;-122.323
7856640180;2014-09-04;4042500.0;3;3;2900;23550;1;0;0;3;10;1410;1987;0;47.5708;-122.153
6204200180;2014-07-09;2325750.0;3;3;1920;8223;2;0;0;4;7;0;1989;0;47.735;-122.201
5145100180;2014-09-17;1706250.0;3;1;1150;7486;1;0;0;3;7;0;1970;0;47.7261;-122.219
3905090410;2015-01-23;3990000.0;4;3;3120;8792;2;0;0;4;9;0;1992;0;47.5699;-121.993
3674400035;2014-05-12;819000.0;3;1;970;8580;1;0;0;3;7;0;1959;0;47.3363;-122.311
6648150150;2014-09-22;5229000.0;3;4;3620;8131;2;0;0;4;10;890;1988;0;47.5776;-122.214
631000040;2015-03-31;2877000.0;4;2;1690;7794;1;0;0;3;7;600;1968;0;47.6888;-122.203
7523850150;2014-10-27;1707562.5;4;3;2130;9339;1;0;0;3;7;800;1991;0;47.3788;-122.316
2326059080;2014-08-01;6431250.0;3;3;3420;79279;2;0;0;3;11;0;1990;0;47.7225;-122.126
3211700035;2014-06-25;2926875.0;3;2;1900;11165;1;0;0;4;7;0;1959;0;47.5789;-122.118
9365700385;2014-07-14;6617625.0;4;3;3730;16950;2;0;0;3;10;0;1990;0;47.5678;-122.228
5029460180;2014-09-16;1365000.0;4;3;2250;7345;1;0;0;4;8;930;1984;0;47.2895;-122.37
632000065;2014-06-11;10442250.0;3;3;2880;13500;1;0;4;5;8;1360;1950;0;47.6281;-122.216
7525050150;2014-06-13;2493750.0;3;3;1580;12177;1;0;0;3;7;380;1981;0;47.6254;-122.045
2303900035;2014-06-11;15162000.0;5;7;8670;64033;2;0;4;3;13;2550;1965;2003;47.7295;-122.372
6163900952;2014-12-18;1876875.0;3;2;1630;9403;1;0;0;3;7;0;1983;0;47.757;-122.316
5631500369;2014-05-21;2730000.0;4;3;3290;11446;2;0;0;3;8;0;1992;0;47.7399;-122.234
9407102245;2014-06-04;1627500.0;3;2;1350;11150;1;0;0;3;7;240;1995;0;47.446;-121.776
2215450150;2014-05-30;1690500.0;4;3;2280;7200;2;0;0;3;8;0;1994;0;47.3829;-122.207
7146400040;2015-03-12;1995000.0;5;4;3800;15500;1;0;0;3;7;1310;1965;0;47.3862;-122.28
114100297;2014-09-22;2100000.0;3;2;1560;8456;1;0;0;5;7;0;1970;0;47.7769;-122.25
1432400120;2014-11-11;866250.0;3;1;1010;7690;1;0;0;4;6;0;1958;0;47.4501;-122.176
1432400120;2015-05-08;1338750.0;3;1;1010;7690;1;0;0;4;6;0;1958;0;47.4501;-122.176
3811000230;2015-03-16;3092250.0;4;3;2390;57599;2;0;0;3;8;0;1981;0;47.6651;-122.067
8665050770;2014-06-19;2651250.0;3;3;1610;4611;2;0;0;3;8;0;1996;0;47.5678;-122.004
2976800360;2015-02-23;1762687.5;3;3;2400;7260;1;0;0;3;7;960;1955;0;47.5045;-122.251
7203600530;2014-05-29;2756250.0;3;3;2600;5238;2;0;3;3;9;710;1989;0;47.3448;-122.327
2206500395;2014-05-15;2189250.0;3;2;1340;10224;1;0;0;4;7;0;1956;0;47.5752;-122.157
6672900220;2015-01-12;5166000.0;4;3;2390;12292;1;0;0;5;9;0;1962;0;47.5528;-122.221
7229900975;2014-05-07;1653487.5;3;1;1040;16986;1;0;0;4;7;0;1968;0;47.4812;-122.097
5631500594;2014-09-23;1837500.0;3;3;1840;9929;1;0;0;3;7;640;1987;0;47.7408;-122.236
6388930620;2014-07-10;3449250.0;4;3;2640;25038;2;0;0;4;8;0;1995;0;47.5277;-122.174
2887970040;2015-04-08;1233487.5;2;3;1720;3132;2;0;0;3;8;0;1999;0;47.3728;-122.157
726049213;2015-03-20;2152500.0;4;2;2320;7500;1;0;0;3;7;1100;1955;0;47.7574;-122.343
5525400530;2015-04-23;3706500.0;5;3;2890;15891;2;0;0;3;9;0;1990;0;47.5286;-122.16
2525310220;2014-10-16;1270762.5;3;3;2170;9900;1;0;0;3;7;480;1980;0;47.3634;-122.031
3422049158;2014-07-11;1291500.0;3;2;1440;11325;1;0;0;4;8;0;1966;0;47.3503;-122.279
2501600150;2015-03-10;1018500.0;4;2;1760;7700;1;0;0;4;7;0;1962;0;47.3299;-122.318
1525069095;2014-06-19;4856250.0;4;3;3280;209088;2;0;0;3;10;0;1994;0;47.6553;-122.023
968000120;2014-11-12;2073750.0;3;2;1470;10125;1;0;0;4;7;0;1962;0;47.7751;-122.222
3832500790;2015-04-20;1622250.0;4;2;2240;9240;1;0;0;3;7;1120;1968;0;47.3666;-122.288
2423069170;2014-06-03;4042500.0;3;3;2430;54059;2;0;0;3;10;0;1987;0;47.4664;-121.992
5422500220;2015-04-11;2514750.0;4;3;2050;6705;1;0;0;4;7;820;1973;0;47.7242;-122.217
2473001210;2014-09-16;1748250.0;4;2;1880;9880;1;0;0;4;8;0;1967;0;47.4551;-122.151
7936500109;2014-07-25;11707500.0;3;3;3620;28064;2;1;4;5;10;1250;1977;0;47.5516;-122.398
104560540;2014-09-17;1627500.0;4;3;2370;7320;2;0;0;3;7;0;1989;0;47.3071;-122.36
8161000220;2014-12-27;1837500.0;3;3;1860;21876;2;0;0;3;8;0;1992;0;47.6455;-121.901
3905030330;2014-10-08;2965200.0;3;3;1990;8501;2;0;0;3;8;0;1991;0;47.5707;-121.996
2881700522;2015-04-21;2299500.0;3;3;1820;9150;1;0;0;3;7;500;1961;0;47.737;-122.334
7856620870;2014-08-13;4488750.0;3;2;3120;9400;1;0;0;5;9;1300;1978;0;47.5612;-122.15
6891800360;2014-09-18;3197250.0;3;3;2630;10131;2;0;0;3;9;0;1989;0;47.7695;-122.259
7211400760;2014-05-28;1454250.0;4;1;1450;6250;1;0;0;3;6;460;1964;0;47.5131;-122.357
123039207;2014-12-09;1485750.0;4;2;2100;8160;1;0;0;3;7;900;1959;0;47.5145;-122.365
4222500410;2015-02-26;1401750.0;4;2;2000;7350;1;0;0;3;7;900;1963;0;47.3428;-122.303
431500155;2014-10-24;3360000.0;5;2;2020;6565;1;0;0;3;8;900;1956;0;47.6821;-122.283
626059220;2015-05-06;2795625.0;4;2;2220;23750;1;0;0;3;7;0;1963;0;47.7759;-122.214
1328340540;2014-05-23;1758750.0;4;3;1750;8476;1;0;0;4;7;510;1983;0;47.4447;-122.137
9269200120;2014-10-30;2178750.0;3;3;1710;4920;2;0;0;3;7;0;1990;0;47.5347;-122.376
2225059170;2014-09-17;5764500.0;6;4;3560;107362;2;0;0;4;8;800;1963;0;47.6356;-122.15
8835900220;2014-08-28;7573125.0;2;3;2720;16637;1;0;3;3;10;560;1953;0;47.5499;-122.264
3192000085;2014-08-07;945000.0;3;1;1010;10215;1;0;0;3;6;0;1955;0;47.4872;-122.345
3530210180;2014-07-23;4383750.0;4;3;4480;42717;2;0;0;3;9;0;1987;0;47.7711;-122.088
7979900210;2014-08-08;2199225.0;3;2;1470;11112;1;0;0;3;7;0;1954;0;47.7462;-122.294
3343901183;2014-07-09;1785000.0;3;1;1600;7324;1;0;0;4;7;0;1958;0;47.5054;-122.19
9407001320;2014-05-22;1548750.0;4;2;980;10640;1;0;0;5;7;0;1978;0;47.4462;-121.773
9527000180;2014-07-11;3281250.0;4;3;2530;5625;1;0;0;3;8;1060;1976;0;47.7094;-122.233
7225000155;2014-06-09;1522500.0;4;3;2390;4500;2;0;0;3;7;0;1974;0;47.4872;-122.204
3345100286;2015-02-19;2940000.0;4;3;3270;24750;1;0;0;4;8;1580;1979;0;47.5221;-122.178
203100910;2014-09-23;2493750.0;5;3;2300;28480;2;0;0;3;6;0;1994;0;47.6403;-121.964
3083000365;2015-05-08;1732500.0;4;2;1170;4000;1;0;0;3;7;0;1955;0;47.5797;-122.305
1245000865;2015-04-08;3255000.0;3;3;1990;6256;1;0;0;3;7;600;1960;0;47.6903;-122.206
5104220120;2015-01-07;1680000.0;4;2;1710;10480;2;0;0;4;6;0;1969;0;47.4743;-122.143
9828701608;2014-09-15;2756250.0;3;3;1740;2350;2;0;0;3;8;620;1996;0;47.6206;-122.297
3052700610;2014-12-16;4462500.0;6;4;2820;5400;1;0;0;3;8;1200;1958;0;47.6791;-122.374
8562901830;2014-08-05;2387700.0;4;3;2490;10720;1;0;1;4;7;1090;1979;0;47.6137;-122.06
8651430870;2015-03-03;929250.0;3;1;870;5200;1;0;0;5;6;0;1969;0;47.3695;-122.081
721049207;2014-06-19;1443750.0;3;2;1860;15681;1;0;0;4;7;0;1971;0;47.3191;-122.339
3463400330;2015-04-16;2415000.0;3;2;2930;29136;2;0;0;3;8;690;1990;0;47.3102;-122.042
4139430910;2014-10-21;4908750.0;4;4;4110;15488;2;0;2;3;11;0;1995;0;47.5493;-122.117
8074200175;2014-11-06;1438500.0;3;2;1400;8364;1;0;0;4;7;0;1958;0;47.4918;-122.178
1774230180;2014-09-17;3656625.0;5;3;3210;61419;2;0;0;3;8;0;1979;0;47.7632;-122.09
4027701326;2014-07-09;2467500.0;4;3;2380;17199;2;0;0;3;8;850;1979;0;47.7668;-122.27
3329500730;2014-11-11;1155000.0;3;2;1290;8250;1;0;0;3;7;0;1983;0;47.3353;-122.27
4139910180;2015-01-14;7743750.0;5;4;4770;31570;2;0;0;3;12;0;1990;0;47.5468;-122.123
7278100515;2014-08-21;6798750.0;2;3;2910;19449;2;1;4;5;9;970;1985;0;47.7729;-122.393
9353300220;2015-04-08;1496250.0;3;1;950;10723;1;0;0;4;6;0;1959;0;47.4899;-122.133
5253300173;2014-10-22;1548487.5;3;1;1160;8950;1;0;0;3;7;0;1968;0;47.7499;-122.338
2895200150;2014-10-13;1207500.0;3;2;1410;10625;1;0;0;3;7;0;1980;0;47.3649;-122.117
1025059186;2014-09-17;2299500.0;3;2;1990;9885;1;0;0;4;7;960;1978;0;47.6722;-122.162
797000330;2015-04-02;1941975.0;3;2;2150;19127;1;0;0;3;7;500;1978;0;47.5061;-122.324
6403510410;2014-09-05;2126250.0;4;3;1850;9136;2;0;0;3;8;0;1997;0;47.4943;-122.157
4324210120;2014-05-27;1480500.0;3;3;1680;15711;1;0;0;3;7;440;1994;0;47.423;-122.171
7609700065;2014-06-30;1836502.5;3;1;960;8855;1;0;0;4;7;0;1958;0;47.7689;-122.328
9238510220;2014-10-28;2764125.0;3;3;1860;43170;2;0;0;3;8;0;1986;0;47.7712;-122.136
1423069077;2014-09-15;2992500.0;2;2;2870;102366;2;0;2;4;8;1100;1994;0;47.4847;-122.0
1795910360;2014-09-22;2493750.0;3;3;2130;8022;2;0;0;3;8;0;1985;0;47.7252;-122.106
7937600087;2014-12-09;2126250.0;6;2;2800;29985;1;0;0;5;7;1400;1954;0;47.4398;-122.08
3396820150;2014-05-06;2950500.0;5;3;3040;8111;2;0;0;3;8;0;1984;0;47.7157;-122.103
3654800040;2015-04-24;1548750.0;3;3;1570;6932;2;0;0;3;7;0;1993;0;47.3902;-122.049
8039900360;2014-07-08;2010750.0;3;3;2090;15000;1;0;0;3;7;0;1961;0;47.4885;-121.783
3876540410;2015-04-13;1270500.0;3;3;1690;7292;1;0;0;3;7;440;1985;0;47.2639;-122.303
